Ticker,MAE,RMSE,MAPE (%)
AAPL,0.011644111613815589,0.016143686587431472,139.77956812858787
GOOG,0.012846125313424758,0.01939324067151365,192.52038294730204
MSFT,0.0073786518463748434,0.009860017341214704,118.18736173351733
TSM,0.02024910583541113,0.025437901322076382,210.04441049013573
AVGO,0.02174735667762018,0.033351883025437644,172.73051191259617
META,0.010822360149885574,0.01351572297925227,170.00584231936566
NVDA,0.01625330664560716,0.021562915806978403,142.83134988779267
ORCL,0.03401884321506096,0.06642255551574126,94.93648212445343
TCEHY,0.011586034719474976,0.01661585076703573,220.17517666699825
