ticker,fs_method,top_k,n_past,activation,MAE,RMSE,MAPE,n_features,features
MSFT,corr,5,20,tanh,0.007217303678357624,0.009521345626633721,141.65931301385052,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,5,20,relu,0.0075809010547450645,0.010019744782357815,182.45304847281403,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,5,20,selu,0.007588944722645363,0.009930374337875539,177.6829929966047,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,5,40,tanh,0.007174931895659355,0.00959553982875723,138.37956032916765,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,5,40,relu,0.007849146287253042,0.009982885809237263,162.10677688611491,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,5,40,selu,0.007385670069645698,0.009786608046310558,177.29821732746328,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,5,60,tanh,0.0072383752740809056,0.009569387984027025,152.9678164143245,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,5,60,relu,0.01960686448777058,0.02346934875780878,609.2268307447704,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,5,60,selu,0.0072346502324289975,0.009534971058579525,132.10582583839752,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14']"
MSFT,corr,10,10,tanh,0.007039473383750883,0.009410248382033812,126.8866308546642,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,10,relu,0.007473237722862932,0.010283250591704214,165.3616810629283,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,10,selu,0.007172860459709569,0.009326676140569996,136.0618209019919,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,20,tanh,0.007066281010701661,0.009493882972137187,120.27406585106768,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,20,relu,0.007353172088826687,0.009685639499309777,135.06450202220358,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,20,selu,0.011468226834633152,0.013798338189810909,435.61580701502953,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,40,tanh,0.00813851491207872,0.010587382427851181,201.23490064736407,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,40,relu,0.007420606727820715,0.00967538190361692,141.5120202054132,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,40,selu,0.007037234723010742,0.009439298011826289,110.65665133936913,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,60,tanh,0.007227535335696405,0.00947973749029662,126.99151094360495,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,60,relu,0.007732266059386279,0.010168792821085975,163.4007216367867,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,corr,10,60,selu,0.008513681719680605,0.010822422266119965,209.8815742885702,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'MACD(12,26,9)', 'RSI_14', '%D', 'pb', 'HL_PCT', 'pe', 'evebitda_x']"
MSFT,rf,3,10,tanh,0.00728079445182581,0.009697538344352552,142.5168479917339,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,10,relu,0.007331080163968294,0.009879038716842188,155.92785087840258,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,10,selu,0.007259286700633875,0.009690225728917264,144.89971768713215,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,20,tanh,0.007288668294024408,0.009713026195162976,153.4099352623298,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,20,relu,0.007476629546183374,0.009662571868882782,126.55981372945453,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,20,selu,0.007147787298500863,0.009586372756151268,126.27587276061098,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,40,tanh,0.007263360586462346,0.00973291402935581,141.34232649301444,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,40,relu,0.007384205926413873,0.009904451962206367,159.13606694996767,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,40,selu,0.007115744995576767,0.009519704810038105,131.66670297752324,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,60,tanh,0.007339851842817555,0.009919156141783323,166.2029312754888,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,60,relu,0.00775631222947568,0.010072800161601104,118.95460556223354,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,3,60,selu,0.007248397674027909,0.009658838122588859,128.76406499597402,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT']"
MSFT,rf,5,10,tanh,0.00746256427450748,0.009705990709135326,160.97675113038318,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,10,relu,0.007328650999518189,0.00958931659410799,110.02561819120828,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,10,selu,0.007450226511894029,0.009919036591665821,135.30824051072184,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,20,tanh,0.007805968969192816,0.01044759901161931,236.83251674136616,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,20,relu,0.007873946029580692,0.010069030182420212,166.85732871139024,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,20,selu,0.006934891498676795,0.009486382922774917,98.50373958641863,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,40,tanh,0.00724398731613254,0.009652266279496308,109.49029705407763,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,40,relu,0.007356336081502371,0.00987275284531987,139.0428177817674,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,40,selu,0.008761922974062355,0.01140812897984638,249.1656131936725,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,60,tanh,0.007240639663084367,0.009548770509948287,115.20012108404372,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,60,relu,0.0073593951118704135,0.00976297629194069,120.63395040374488,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,5,60,selu,0.008216723906207762,0.010334167280919584,219.03711355870462,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14']"
MSFT,rf,10,10,tanh,0.00730496189864615,0.009805643958175443,126.10101333665757,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,10,relu,0.007411785192318285,0.009808175756587446,175.52581587922063,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,10,selu,0.007458976767741227,0.010115288212419275,157.60967706204005,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,20,tanh,0.007334313733892419,0.009680908511887939,116.78134354893477,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,20,relu,0.00827365581466338,0.01091135895161345,254.43768590932058,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,20,selu,0.008058285895085983,0.01064909404763664,210.11399710727937,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,40,tanh,0.007787034884491517,0.010406460633990793,212.2179840836418,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,40,relu,0.008382022014308196,0.011090104870170186,245.49436032167227,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,40,selu,0.007169654650896864,0.009776208201491688,99.35864723513316,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,60,tanh,0.008032420553828537,0.010619426619224267,270.541750992067,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,60,relu,0.007495447395035446,0.009932222005684492,177.63285457489258,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,rf,10,60,selu,0.007553594315653255,0.010088940633373143,173.46601447902685,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'Volume', 'HL_PCT', 'Close_lag1', '%K_14', '3m', 'RSI_14', 'commodity_index', 'Return_lag1', 'crude_oil']"
MSFT,mi,3,10,tanh,0.007314668087611171,0.00976139087519904,156.58972838887954,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,10,relu,0.00742709488482982,0.009898331286759713,171.04287674859938,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,10,selu,0.007229150383461602,0.009573628783199494,138.5440080696035,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,20,tanh,0.007449492409363487,0.009926365910839681,171.96315168756476,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,20,relu,0.007509487463659636,0.010059271526620306,168.26693401509897,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,20,selu,0.007339322407776636,0.009632716620108863,107.21705102266294,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,40,tanh,0.008340240499859796,0.011158016063758009,287.5352973591081,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,40,relu,0.007369540958081505,0.009666566111821965,149.45073288517688,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,40,selu,0.007281472675547428,0.009913403436109369,138.73107990381226,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,60,tanh,0.007523162941159342,0.009994271605521132,181.2076501851211,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,60,relu,0.007137491474515817,0.00962124130781114,118.50130711748976,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,3,60,selu,0.007144303798641558,0.009494332329263422,104.79256454627,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI']"
MSFT,mi,5,10,tanh,0.007905353284007818,0.010480683635541435,240.35993287791598,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,10,relu,0.007854537162494185,0.01030644806076165,138.50270467735683,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,10,selu,0.007434538150528642,0.009898423160074249,179.5275327999521,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,20,tanh,0.00731145567114014,0.009828898837258003,148.72563026769922,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,20,relu,0.007199385764026093,0.009482395250562978,112.55258618727497,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,20,selu,0.008314042219848638,0.010975456500650762,252.86563410518562,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,40,tanh,0.008364415619005494,0.01087883881922603,273.09228783153776,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,40,relu,0.0073845042658709885,0.009746109912393792,155.60146164736057,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,40,selu,0.007532789283146081,0.010041515489504703,171.93072343678338,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,60,tanh,0.007312620231812035,0.009715138843852177,143.62943031194627,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,60,relu,0.007100664699358842,0.00947573539587649,147.14189229770926,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,5,60,selu,0.007582800684799855,0.010001317461783578,180.77945137774893,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume']"
MSFT,mi,10,10,tanh,0.007223331485103357,0.009817961023632369,141.22834324033678,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,10,relu,0.008645975304990082,0.010827556028879599,261.7974189977398,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,10,selu,0.007313252618695677,0.009685398115696981,114.52715364748455,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,20,tanh,0.007958099536408336,0.010162856928967207,217.0211510949675,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,20,relu,0.00842263746865738,0.011205668517612392,199.35163935545415,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,20,selu,0.007183408108396384,0.009873733488989674,107.18284511551587,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,40,tanh,0.007094233841173002,0.009609909732337375,105.4996859252237,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,40,relu,0.008094010200677114,0.010776956525500446,198.85080245131638,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,40,selu,0.007206422789950732,0.009812913066763962,99.49674794788258,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,60,tanh,0.007223790809971638,0.009708182625924537,159.22133227533166,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,60,relu,0.007367005569784441,0.009971018497111352,164.49065676689872,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
MSFT,mi,10,60,selu,0.10381757158460984,0.11088000063481483,5099.67335687788,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'HL_PCT', 'ADI', '%K_14', 'Volume', 'MACD(12,26,9)', 'pb', 'evebitda_x', 'Shares Outstanding (Basic)', 'Income Tax Expense']"
TSM,manual,3,10,tanh,0.019503254577321487,0.025245037298988617,123.38232583518622,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,10,relu,0.019970817752316246,0.025111874062710867,130.27902415181921,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,10,selu,0.019599672839706674,0.02576299427561385,127.32459354663585,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,20,tanh,0.01945972492474773,0.025232331196797183,146.8219533401938,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,20,relu,0.01981793584115808,0.025535199939204885,150.63777066467523,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,20,selu,0.019300749432638726,0.025145921169990326,142.0955122968358,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,40,tanh,0.01942334504783354,0.02505272262303427,137.37046267406686,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,40,relu,0.01949468697945739,0.025247992407373947,132.25467121490954,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,40,selu,0.019369537837068157,0.025089465167638776,129.53545972676878,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,60,tanh,0.02050352973645972,0.026461703195663253,106.63235930609414,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,60,relu,0.020282238349863323,0.02585953982342722,103.00581145521998,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,manual,3,60,selu,0.019462803808473178,0.025210748384244003,123.90974710493761,2,"['returns', 'PCT_change', 'weighted_tech_sentiment']"
TSM,corr,3,10,tanh,0.0196458278812444,0.02553155471343521,128.08757784257,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,10,relu,0.020214804424090703,0.025734220203503744,155.7994042730013,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,10,selu,0.019166350716112324,0.02519622916710852,113.8095157996963,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,20,tanh,0.01949382171951435,0.025376479381288067,123.01575184702793,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,20,relu,0.019497729175282984,0.025015974404356135,135.13104058022074,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,20,selu,0.02069900182161608,0.026629658059495066,143.64464724305114,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,40,tanh,0.019376722186546524,0.025168525565984836,141.10739890445151,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,40,relu,0.01956766529787315,0.02556791263546311,104.98924923211021,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,40,selu,0.021150283436371643,0.02716924298110821,133.0545078980125,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,60,tanh,0.019595908778327516,0.025319996103493215,139.96678481487234,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,60,relu,0.019588593173861236,0.025319646231937915,122.89258597904076,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,3,60,selu,0.019550852029388326,0.02539674468555701,131.11550178610247,4,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14']"
TSM,corr,5,10,tanh,0.01997804273724108,0.0256254523252162,133.66338054198116,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,10,relu,0.019414709675084383,0.02577118067160626,134.2933917220925,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,10,selu,0.019505473662971763,0.02478791903440989,163.51306640891417,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,20,tanh,0.019413271221816342,0.025343546814106572,139.70853801521693,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,20,relu,0.019841013146165813,0.02639744358294596,153.9261735002722,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,20,selu,0.020310762106631484,0.02688292272449874,111.77310659808941,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,40,tanh,0.02017896890357675,0.025896859086571373,141.92639307641915,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,40,relu,0.019094142040527257,0.024951147597936225,126.14974037551505,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,40,selu,0.019127165236956917,0.02500021405374506,110.42060454666971,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,60,tanh,0.019910677409023466,0.025428718968946724,139.4227056601723,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,60,relu,0.022673914342848833,0.02944552215283372,171.2464140025206,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,5,60,selu,0.020433815073617547,0.025609464039742978,153.617701619571,6,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)']"
TSM,corr,10,10,tanh,0.02008967318025288,0.025270900132762904,152.87495058115616,11,"['returns', 'PCT_change', 'weighted_tech_sentiment', 'ADI', '%K_14', 'RSI_14', 'MACD(12,26,9)', 'Volume', '%D', 'debtc', 'term_spread', 'commodity_index']"
